Location,Trait Stack,Input Type,GENCD Planted,Marker Strategy,Traits,Trait Number,Total Embryos,Total Flats,Total Rows,Total Pots,Samples,Hit Pick,Estimated Endpoint Datapoints,Estimated RT Datapoints,Output Type,GENCD Harvested,Handoff Generation,Self,Backcross,Stack,Seg Out,Handoff,Sample Destination,Sample Days After Planting,Transplant Days After Planting,Pot Days After Planting,Pollination Days After Planting,Replant Days After Planting,Traits in Seg,Traits in Stack
Arica,PL,embryo,B1,90-90-90,GA21;T25,2,0,21,7,0,467,90,17134,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,PL,embryo,B2,90-90-90,GA21;T25,2,0,21,7,0,467,90,17134,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,PL,embryo,B3,90-90-90,GA21;T25,2,0,21,7,0,467,90,17134,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,PL,embryo,F2,90-90-90,GA21;T25,2,0,17,3,0,373,0,0,2238,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Santiago, Chile",12,,30,52,135,,
Arica,TD,seed,NS,22-48-48,3272;Bt11;MIR162;MSHT,4,0,0,3,0,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,TD,embryo,F1,22-48-48,3272;Bt11;MIR162;MSHT,4,0,11,3,0,221,0,884,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,TD,embryo,B1,22-48-48,3272;Bt11;MIR162;MSHT,4,0,26,3,0,589,22,6316,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,TD,embryo,B2,22-48-48,3272;Bt11;MIR162;MSHT,4,0,45,4,0,1040,48,12800,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,TD,embryo,B3,22-48-48,3272;Bt11;MIR162;MSHT,4,0,45,4,0,1040,48,12800,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,TD,embryo,F2,22-48-48,3272;Bt11;MIR162;MSHT,4,0,250,3,0,5975,0,0,71700,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Santiago, Chile",12,,30,52,135,,
Arica,TD,seed,NS,90-90,3272;Bt11;MIR162;MSHT,4,0,0,3,0,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,TD,embryo,F1,90-90,3272;Bt11;MIR162;MSHT,4,0,11,3,0,221,0,884,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,TD,embryo,F2,90-90,3272;Bt11;MIR162;MSHT,4,0,250,3,0,5975,0,0,71700,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Santiago, Chile",12,,30,52,135,,
Arica,TD,embryo,B1,90-90,3272;Bt11;MIR162;MSHT,4,0,76,7,0,1793,90,23372,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,TD,embryo,B2,90-90,3272;Bt11;MIR162;MSHT,4,0,76,7,0,1793,90,23372,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,TD,seed,NS,90-90-90,3272;Bt11;MIR162;MSHT,4,0,0,3,0,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,TD,embryo,F1,90-90-90,3272;Bt11;MIR162;MSHT,4,0,11,3,0,221,0,884,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,TD,embryo,B1,90-90-90,3272;Bt11;MIR162;MSHT,4,0,76,7,0,1793,90,23372,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,TD,embryo,B2,90-90-90,3272;Bt11;MIR162;MSHT,4,0,76,7,0,1793,90,23372,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,TD,embryo,B3,90-90-90,3272;Bt11;MIR162;MSHT,4,0,76,7,0,1793,90,23372,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,TD,embryo,F2,90-90-90,3272;Bt11;MIR162;MSHT,4,0,250,3,0,5975,0,0,71700,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Santiago, Chile",12,,30,52,135,,
Arica,TG,seed,NS,22-48-48,3272;Bt11;GA21,3,0,0,3,0,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,TG,embryo,F1,22-48-48,3272;Bt11;GA21,3,0,2,3,0,15,0,45,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,TG,embryo,B1,22-48-48,3272;Bt11;GA21,3,0,3,3,0,39,22,4077,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,TG,embryo,B2,22-48-48,3272;Bt11;GA21,3,0,4,4,0,69,48,8847,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,TG,embryo,B3,22-48-48,3272;Bt11;GA21,3,0,4,4,0,69,48,8847,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,TG,embryo,F2,22-48-48,3272;Bt11;GA21,3,0,28,3,0,639,0,0,5751,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Santiago, Chile",12,,30,52,135,,
Arica,TG,seed,NS,90-90,3272;Bt11;GA21,3,0,0,3,0,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,TG,embryo,F1,90-90,3272;Bt11;GA21,3,0,2,3,0,15,0,45,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,TG,embryo,F2,90-90,3272;Bt11;GA21,3,0,28,3,0,639,0,0,5751,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Santiago, Chile",12,,30,52,135,,
Arica,TG,embryo,B1,90-90,3272;Bt11;GA21,3,0,6,7,0,119,90,16557,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,TG,embryo,B2,90-90,3272;Bt11;GA21,3,0,6,7,0,119,90,16557,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,TG,seed,NS,90-90-90,3272;Bt11;GA21,3,0,0,3,0,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,TG,embryo,F1,90-90-90,3272;Bt11;GA21,3,0,2,3,0,15,0,45,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,TG,embryo,B1,90-90-90,3272;Bt11;GA21,3,0,6,7,0,119,90,16557,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,TG,embryo,B2,90-90-90,3272;Bt11;GA21,3,0,6,7,0,119,90,16557,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,TG,embryo,B3,90-90-90,3272;Bt11;GA21,3,0,6,7,0,119,90,16557,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,TG,embryo,F2,90-90-90,3272;Bt11;GA21,3,0,28,3,0,639,0,0,5751,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Santiago, Chile",12,,30,52,135,,
Arica,WE,seed,NS,22-48-48,5307;MIR604;TC1507,3,0,0,3,0,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,WE,embryo,F1,22-48-48,5307;MIR604;TC1507,3,0,3,3,0,43,0,129,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,WE,embryo,B1,22-48-48,5307;MIR604;TC1507,3,0,6,3,0,117,22,4311,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,WE,embryo,B2,22-48-48,5307;MIR604;TC1507,3,0,10,4,0,206,48,9258,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,WE,embryo,B3,22-48-48,5307;MIR604;TC1507,3,0,10,4,0,206,48,9258,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,WE,embryo,F2,22-48-48,5307;MIR604;TC1507,3,0,49,5,0,1136,0,0,10224,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Santiago, Chile",12,,30,52,135,,
Arica,WE,seed,NS,90-90,5307;MIR604;TC1507,3,0,0,3,0,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,WE,embryo,F1,90-90,5307;MIR604;TC1507,3,0,3,3,0,43,0,129,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,WE,embryo,F2,90-90,5307;MIR604;TC1507,3,0,49,5,0,1136,0,0,10224,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Santiago, Chile",12,,30,52,135,,
Arica,WE,embryo,B1,90-90,5307;MIR604;TC1507,3,0,16,7,0,356,90,17268,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,WE,embryo,B2,90-90,5307;MIR604;TC1507,3,0,16,7,0,356,90,17268,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,WE,seed,NS,90-90-90,5307;MIR604;TC1507,3,0,0,3,0,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,WE,embryo,F1,90-90-90,5307;MIR604;TC1507,3,0,3,3,0,43,0,129,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,WE,embryo,B1,90-90-90,5307;MIR604;TC1507,3,0,16,7,0,356,90,17268,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,WE,embryo,B2,90-90-90,5307;MIR604;TC1507,3,0,16,7,0,356,90,17268,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,WE,embryo,B3,90-90-90,5307;MIR604;TC1507,3,0,16,7,0,356,90,17268,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,WE,embryo,F2,90-90-90,5307;MIR604;TC1507,3,0,49,5,0,1136,0,0,10224,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Santiago, Chile",12,,30,52,135,,
Arica,WG,seed,NS,22-48-48,Bt11;GA21,2,0,0,3,0,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,WG,embryo,F1,22-48-48,Bt11;GA21,2,0,2,3,0,14,0,28,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,WG,embryo,B1,22-48-48,Bt11;GA21,2,0,3,3,0,38,22,4036,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,WG,embryo,B2,22-48-48,Bt11;GA21,2,0,4,4,0,68,48,8776,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,WG,embryo,B3,22-48-48,Bt11;GA21,2,0,4,4,0,68,48,8776,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,WG,embryo,F2,22-48-48,Bt11;GA21,2,0,10,3,0,210,0,0,1260,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Santiago, Chile",12,,30,52,135,,
Arica,WG,seed,NS,90-90,Bt11;GA21,2,0,0,3,0,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,WG,embryo,F1,90-90,Bt11;GA21,2,0,2,3,0,14,0,28,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,WG,embryo,F2,90-90,Bt11;GA21,2,0,10,3,0,210,0,0,1260,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Santiago, Chile",12,,30,52,135,,
Arica,WG,embryo,B1,90-90,Bt11;GA21,2,0,6,7,0,117,90,16434,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,WG,embryo,B2,90-90,Bt11;GA21,2,0,6,7,0,117,90,16434,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,WG,seed,NS,90-90-90,Bt11;GA21,2,0,0,3,0,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,WG,embryo,F1,90-90-90,Bt11;GA21,2,0,2,3,0,14,0,28,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,WG,embryo,B1,90-90-90,Bt11;GA21,2,0,6,7,0,117,90,16434,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,WG,embryo,B2,90-90-90,Bt11;GA21,2,0,6,7,0,117,90,16434,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,WG,embryo,B3,90-90-90,Bt11;GA21,2,0,6,7,0,117,90,16434,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,WG,embryo,F2,90-90-90,Bt11;GA21,2,0,10,3,0,210,0,0,1260,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Santiago, Chile",12,,30,52,135,,
Arica,XA,seed,NS,22-48-48,5307;MIR604;MON89034,3,0,0,3,0,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,XA,embryo,F1,22-48-48,5307;MIR604;MON89034,3,0,5,3,0,86,0,258,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,XA,embryo,B1,22-48-48,5307;MIR604;MON89034,3,0,11,3,0,233,22,4659,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,XA,embryo,B2,22-48-48,5307;MIR604;MON89034,3,0,19,4,0,412,48,9876,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,XA,embryo,B3,22-48-48,5307;MIR604;MON89034,3,0,19,4,0,412,48,9876,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,XA,embryo,F2,22-48-48,5307;MIR604;MON89034,3,0,65,5,0,1514,0,0,13626,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Santiago, Chile",12,,30,52,135,,
Arica,XA,seed,NS,90-90,5307;MIR604;MON89034,3,0,0,3,0,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,XA,embryo,F1,90-90,5307;MIR604;MON89034,3,0,5,3,0,86,0,258,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,XA,embryo,F2,90-90,5307;MIR604;MON89034,3,0,65,5,0,1514,0,0,13626,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Santiago, Chile",12,,30,52,135,,
Arica,XA,embryo,B1,90-90,5307;MIR604;MON89034,3,0,31,7,0,712,90,18336,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,XA,embryo,B2,90-90,5307;MIR604;MON89034,3,0,31,7,0,712,90,18336,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,XA,seed,NS,90-90-90,5307;MIR604;MON89034,3,0,0,3,0,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,XA,embryo,F1,90-90-90,5307;MIR604;MON89034,3,0,5,3,0,86,0,258,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,XA,embryo,B1,90-90-90,5307;MIR604;MON89034,3,0,31,7,0,712,90,18336,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,XA,embryo,B2,90-90-90,5307;MIR604;MON89034,3,0,31,7,0,712,90,18336,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,XA,embryo,B3,90-90-90,5307;MIR604;MON89034,3,0,31,7,0,712,90,18336,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,XA,embryo,F2,90-90-90,5307;MIR604;MON89034,3,0,65,5,0,1514,0,0,13626,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Santiago, Chile",12,,30,52,135,,
Arica,ZF,seed,NS,22-48-48,Bt11;MIR162;MZHGOJG,3,0,0,3,0,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,ZF,embryo,F1,22-48-48,Bt11;MIR162;MZHGOJG,3,0,3,3,0,43,0,129,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,ZF,embryo,B1,22-48-48,Bt11;MIR162;MZHGOJG,3,0,6,3,0,117,22,4311,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,ZF,embryo,B2,22-48-48,Bt11;MIR162;MZHGOJG,3,0,10,4,0,206,48,9258,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,ZF,embryo,B3,22-48-48,Bt11;MIR162;MZHGOJG,3,0,10,4,0,206,48,9258,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,ZF,embryo,F2,22-48-48,Bt11;MIR162;MZHGOJG,3,0,33,5,0,757,0,0,6813,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Santiago, Chile",12,,30,52,135,,
Arica,ZF,seed,NS,90-90,Bt11;MIR162;MZHGOJG,3,0,0,3,0,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,ZF,embryo,F1,90-90,Bt11;MIR162;MZHGOJG,3,0,3,3,0,43,0,129,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,ZF,embryo,F2,90-90,Bt11;MIR162;MZHGOJG,3,0,33,5,0,757,0,0,6813,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Santiago, Chile",12,,30,52,135,,
Arica,ZF,embryo,B1,90-90,Bt11;MIR162;MZHGOJG,3,0,16,7,0,356,90,17268,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,ZF,embryo,B2,90-90,Bt11;MIR162;MZHGOJG,3,0,16,7,0,356,90,17268,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,ZF,seed,NS,90-90-90,Bt11;MIR162;MZHGOJG,3,0,0,3,0,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,ZF,embryo,F1,90-90-90,Bt11;MIR162;MZHGOJG,3,0,3,3,0,43,0,129,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,ZF,embryo,B1,90-90-90,Bt11;MIR162;MZHGOJG,3,0,16,7,0,356,90,17268,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,ZF,embryo,B2,90-90-90,Bt11;MIR162;MZHGOJG,3,0,16,7,0,356,90,17268,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,ZF,embryo,B3,90-90-90,Bt11;MIR162;MZHGOJG,3,0,16,7,0,356,90,17268,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,ZF,embryo,F2,90-90-90,Bt11;MIR162;MZHGOJG,3,0,33,5,0,757,0,0,6813,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Santiago, Chile",12,,30,52,135,,
Arica,ZL,seed,NS,22-48-48,Bt11;GA21;MIR162,3,0,0,3,0,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,ZL,embryo,F1,22-48-48,Bt11;GA21;MIR162,3,0,2,3,0,15,0,45,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,ZL,embryo,B1,22-48-48,Bt11;GA21;MIR162,3,0,3,3,0,39,22,4077,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,ZL,embryo,B2,22-48-48,Bt11;GA21;MIR162,3,0,4,4,0,69,48,8847,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,ZL,embryo,B3,22-48-48,Bt11;GA21;MIR162,3,0,4,4,0,69,48,8847,0,embryo,F2,F3,TRUE,FALSE,FALSE,TRUE,FALSE,"Santiago, Chile",12,5,30,52,95,BT11;GA21,
Arica,ZL,embryo,F2,22-48-48,Bt11;GA21;MIR162,3,0,30,5,0,677,0,0,6093,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Santiago, Chile",12,,30,52,135,,
Arica,ZL,seed,NS,90-90,Bt11;GA21;MIR162,3,0,0,3,0,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,ZL,embryo,F1,90-90,Bt11;GA21;MIR162,3,0,2,3,0,15,0,45,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,ZL,embryo,F2,90-90,Bt11;GA21;MIR162,3,0,30,5,0,677,0,0,6093,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Santiago, Chile",12,,30,52,135,,
Arica,ZL,embryo,B1,90-90,Bt11;GA21;MIR162,3,0,6,7,0,119,90,16557,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,ZL,embryo,B2,90-90,Bt11;GA21;MIR162,3,0,6,7,0,119,90,16557,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,ZL,seed,NS,90-90-90,Bt11;GA21;MIR162,3,0,0,3,0,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,ZL,embryo,F1,90-90-90,Bt11;GA21;MIR162,3,0,2,3,0,15,0,45,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,ZL,embryo,B1,90-90-90,Bt11;GA21;MIR162,3,0,6,7,0,119,90,16557,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,ZL,embryo,B2,90-90-90,Bt11;GA21;MIR162,3,0,6,7,0,119,90,16557,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Santiago, Chile",12,5,30,52,95,,
Arica,ZL,embryo,B3,90-90-90,Bt11;GA21;MIR162,3,0,6,7,0,119,90,16557,0,embryo,F2,F3,TRUE,FALSE,FALSE,TRUE,FALSE,"Santiago, Chile",12,5,30,52,95,BT11;GA21,
Arica,ZL,embryo,F2,90-90-90,Bt11;GA21;MIR162,3,0,30,5,0,677,0,0,6093,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Santiago, Chile",12,,30,52,135,,
Becks,CF,seed,NS,24-48-48,TC1507,1,16,1,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,CF,embryo,F1,24-48-48,TC1507,1,43,3,3,8,7,0,7,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,CF,embryo,B1,24-48-48,TC1507,1,103,4,3,20,34,24,3874,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
